Rome: The Punic Wars - The First Punic War - Extra History - #1,2013-09-06,4226287,54431,960,2827,EbBHk_zLTmY,553.0
Rome: The Punic Wars - The Second Punic War Begins - Extra History - #2,2013-09-13,2365193,30433,414,1514,lf0-Yki5p40,666.0
Rome: The Punic Wars - The Second Punic War Rages On - Extra History - #3,2013-09-20,2044069,28849,304,1782,wT_rev5VAQc,758.0
Rome: The Punic Wars - The Conclusion of the Second Punic War - Extra History - #4,2013-09-27,1874353,33856,262,2073,McT1H-NVCMQ,700.0
World War I: The Seminal Tragedy - The Concert of Europe - Extra History - #1,2014-08-31,2868342,41033,647,2862,S-wSL4WqUws,594.0
World War I: The Seminal Tragedy - One Fateful Day in June - Extra History - #2,2014-09-13,2102537,31368,454,2889,kyCmh9G1fpo,497.0
World War I: The Seminal Tragedy - The July Crisis - Extra History - #3,2014-09-27,1911090,25150,232,1264,zroZqvr4whk,519.0
World War I: The Seminal Tragedy - The Final Act - Extra History - #4,2014-10-11,1816281,38307,263,4005,WukYrrTH3ms,715.0
World War I: The Seminal Tragedy - Lies - Extra History,2014-10-25,702848,12782,223,994,aiKGPAMIWKs,977.0
Warring States Japan: Sengoku Jidai - Battle of Okehazama - Extra History - #1,2014-11-08,3745559,47539,737,2346,hDsdkoln59A,563.0
Warring States Japan: Sengoku Jidai - The Siege of Inabayama Castle - Extra History - #2,2014-11-22,2444037,31011,308,1163,I2yT2nitGDk,461.0
Warring States Japan: Sengoku Jidai - Warrior Monks of Hongan-ji and Hiei - Extra History - #3,2014-12-06,2302542,29211,260,1560,G3frtoMaxZE,533.0
Warring States Japan: Sengoku Jidai - The Death of Oda Nobunaga - Extra History - #4,2014-12-20,2333681,28542,271,1754,ht6h4-MsMOY,560.0
Warring States Japan: Sengoku Jidai - How Toyotomi Unified Japan - Extra History - #5,2015-01-17,1933616,25989,236,1578,lBD8OAegEw0,542.0
Warring States Japan: Sengoku Jidai - The Campaign of Sekigahara - Extra History - #6,2015-01-31,1876283,31443,267,1649,5vscOHPFUf0,597.0
Warring States Japan: Sengoku Jidai - Lies - Extra History,2015-02-14,570241,8293,333,759,0lNYvGEmRO4,833.0
England: South Sea Bubble - The Sharp Mind of John Blunt - Extra History - #1,2015-02-28,2539219,34829,476,1992,k1kndKWJKB8,549.0
England: South Sea Bubble - Too Big to Fail - Extra History - #2,2015-03-14,1780557,21573,249,1015,Fsk6oZm1EEA,513.0
England: South Sea Bubble - Buying Out Britain - Extra History - #3,2015-03-28,1610059,20274,168,918,1vcF5rebN20,576.0
England: South Sea Bubble - The Bubble Pops - Extra History - #4,2015-04-11,1436883,18873,154,577,SIlnsP6AjP8,416.0
England: South Sea Bubble - It Was Walpole - Extra History - #5,2015-04-25,1438209,24215,180,1644,a_1IpUCUuVc,530.0
England: South Sea Bubble - Lies - Extra History,2015-05-09,492905,7713,168,697,NqeXXzKTzRU,1263.0
Africa: Zulu Empire - Shaka Zulu Becomes King - Extra History - #1,2015-05-16,2567001,38842,824,2836,BZLGKFWlRzY,452.0
Africa: Zulu Empire - The Wrath of Shaka Zulu - Extra History - #2,2015-05-23,1796019,23971,293,1529,GUpaZ0hMso4,517.0
Africa: Zulu Empire - Diamonds in South Africa - Extra History - #3,2015-05-30,1516173,20710,243,1232,-JG-5otw0O8,544.0
Africa: Zulu Empire - Last Stands and Changing Fortunes - Extra History - #4,2015-06-06,1426858,23024,243,2181,KG_mbCgp_zU,558.0
Zulu Empire - Lies - Extra History,2015-06-13,436948,6633,149,415,0C6pjINyK5Y,723.0
Byzantine Empire: Justinian and Theodora - From Swineherd to Emperor - Extra History - #1,2015-06-20,2509765,31390,498,1525,H_2E0RxVHH4,489.0
Byzantine Empire: Justinian and Theodora - The Reforms of Justinian - Extra History - #2,2015-06-27,1848641,24168,215,947,klq84Z9O4GU,581.0
Byzantine Empire: Justinian and Theodora - Purple is the Noblest Shroud - Extra History - #3,2015-07-04,1662704,22124,226,1168,eGL_M1SQV5E,543.0
Byzantine Empire: Justinian and Theodora - Vanquishing the Vandals - Extra History - #4,2015-07-11,1532197,20201,186,784,_NpDvBX2XEI,522.0
Byzantine Empire: Justinian and Theodora - Impossible Burden of Fate - Extra History - #5,2015-07-18,1425895,19387,152,714,oakBpmsJJ9Q,493.0
Byzantine Empire: Justinian and Theodora - Fighting for Rome - Extra History - #6,2015-07-25,1364709,23200,161,869,0W8wIAV1Pu4,647.0
Byzantine Empire: Justinian and Theodora - Lies - Extra History,2015-08-01,455905,7342,143,566,FZwsRVgEu3A,1095.0
Europe: The First Crusade - The People's Crusade - Extra History - #1,2015-08-08,3363249,41752,2146,3719,HIs5B2U7US0,493.0
Europe: The First Crusade - Peter the Hermit - Extra History - #2,2015-08-15,2243050,28790,541,2434,aAodRUPN7lE,531.0
Europe: The First Crusade - A Good Crusade? - Extra History - #3,2015-08-22,2090584,29058,402,1634,pI5_idvxm18,572.0
Europe: The First Crusade - Men of Iron - Extra History - #4,2015-08-29,1945953,26964,386,1175,UdzsMEHUBrQ,616.0
Europe: The First Crusade - Siege of Antioch - Extra History - #5,2015-09-05,1790877,23996,270,1011,ZvUibFUJFKM,537.0
Europe: The First Crusade - On to Jerusalem - Extra History - #6,2015-09-12,1741520,26007,406,2170,oyYGLoo3bj0,542.0
Europe: The First Crusade - Lies - Extra History,2015-09-19,615662,9393,437,1061,15KhdeIc0EI,1539.0
Korea: Admiral Yi - Keep Beating the Drum - Extra History - #1,2015-09-26,3491658,47495,606,3019,3ieaDfD_h6s,472.0
Korea: Admiral Yi - Be Like a Mountain - Extra History - #2,2015-10-03,2471025,32673,318,1593,hKBOoPfMvLc,499.0
Korea: Admiral Yi - The Bright Moonlight of Hansando - Extra History - #3,2015-10-10,2244522,31293,268,2030,p97Xa6aB2jA,533.0
Korea: Admiral Yi - Those Who Seek Death Shall Live - Extra History - #4,2015-10-17,2181857,32639,273,3079,QTan6eDphCk,619.0
Korea: Admiral Yi - Martial Lord of Loyalty - Extra History - #5,2015-10-24,2118965,49393,257,5472,39Gsx6PaxiY,445.0
Middle East: Odenathus - Ghosts of the Desert - Extra History,2015-10-31,1286280,22818,263,987,0Pf6PMSB8uo,501.0
Middle East: Palmyra Today - Afterword - Extra History,2015-10-31,421991,13103,116,1411,v-GgknZYu3s,203.0
Korea: Admiral Yi - Lies - Extra History,2015-11-07,591272,10478,190,903,C3yCzHIbkgA,1240.0
♫ Admiral Yi: Drums of War - Sean and Dean Kiner - Extra History Music,2015-11-07,689460,12343,76,747,OYz0y5xUqmk,61.0
"England: The Broad Street Pump - You Know Nothing, John Snow - Extra History - #1",2015-11-14,2215614,31200,367,1430,TLpzHHbFrHY,454.0
England: The Broad Street Pump - Epidemiology Begins! - Extra History - #2,2015-11-21,1594561,21745,174,851,1jlsyucUwpo,365.0
England: The Broad Street Pump - Map of the Blue Death - Extra History - #3,2015-11-28,1519787,29371,189,1467,9NVT6iZP2qg,540.0
The Sanitary Movement - A John Snow Epilogue - Extra History,2015-12-05,1026661,22534,116,1212,cba7di0eL8I,394.0
England: The Broad Street Pump - Lies - Extra History,2015-12-12,318535,5827,94,601,rg_7q_FPjxQ,906.0
♫ The Broad Street Pump Theme - Sean and Dean Kiner - Extra History Music,2015-12-12,292252,4468,34,199,doteMFHPv18,92.0
Mary Seacole - A Bold Front to Fortune - Extra History - #1,2016-01-09,1575996,26009,399,1379,xT9BTuBtCJs,558.0
Mary Seacole - Mother Seacole in the Crimea - Extra History - #2,2016-01-16,1209353,32811,268,1627,eADLWvWqK5Q,608.0
Justinian & Theodora - The Cracks Begin to Spread - Extra History - #7,2016-01-23,1194903,19003,139,1012,oUtEJtBeCaQ,546.0
Justinian & Theodora - Bad Faith - Extra History - #8,2016-01-30,1050513,17650,108,540,EO9DuuhNEoE,480.0
Justinian & Theodora - Justinian's Rival - Extra History - #9,2016-02-06,1077490,17541,135,1048,aN1imOXR4b4,515.0
Theodora - This is My Empire - Extra History - #10,2016-02-13,1072745,18537,176,1081,RwXAGiIVsgQ,469.0
The Battle of Kursk - Operation Barbarossa - Extra History - #1,2016-02-15,3150912,39576,1778,3108,C-UvLZSK3CI,504.0
On World War II and Nazi Symbolism: A Note from Extra History,2016-02-15,686326,10292,1197,1253,LSjFUOA2oZM,130.0
Justinian & Theodora - The Emperor Who Never Sleeps - Extra History - #11,2016-02-20,1015947,17935,122,980,I6vn6uRlPL8,538.0
"Justinian - Caesar I was, and am Justinian - Extra History - #12",2016-02-27,949307,25488,136,2158,6oHr-zd6Bew,448.0
The Battle of Kursk - Preparations - Extra History - #2,2016-02-29,2086934,31977,544,1295,QdK2Sim_ZRU,464.0
Justinian & Theodora - Lies 2 - Extra History,2016-03-05,272135,5056,90,454,wNs4Lklnky4,980.0
"♫ Justinian & Theodora: ""Monogenes Pais"" - Sean and Dean Kiner - Extra History Music",2016-03-05,350360,5627,50,417,kSWO0JOKmWA,90.0
Suleiman the Magnificent - Hero of All That Is - Extra History - #1,2016-03-12,2500415,37585,1029,2559,JGZSkLq3Eng,470.0
Suleiman the Magnificent - Master of the World - Extra History - #2,2016-03-19,1742718,25236,428,1674,pNYIZJew4oE,487.0
