Rome: The Punic Wars - The First Punic War - Extra History - #1,Rome: The Punic Wars ,2013-09-06,4236261,54579,962,2825,EbBHk_zLTmY,553.0
Rome: The Punic Wars - The Second Punic War Begins - Extra History - #2,Rome: The Punic Wars ,2013-09-13,2371555,30528,414,1514,lf0-Yki5p40,666.0
Rome: The Punic Wars - The Second Punic War Rages On - Extra History - #3,Rome: The Punic Wars ,2013-09-20,2049218,28935,305,1784,wT_rev5VAQc,758.0
Rome: The Punic Wars - The Conclusion of the Second Punic War - Extra History - #4,Rome: The Punic Wars ,2013-09-27,1878891,33937,262,2074,McT1H-NVCMQ,700.0
World War I: The Seminal Tragedy - The Concert of Europe - Extra History - #1,World War I: The Seminal Tragedy ,2014-08-31,2877292,41145,650,2863,S-wSL4WqUws,594.0
World War I: The Seminal Tragedy - One Fateful Day in June - Extra History - #2,World War I: The Seminal Tragedy ,2014-09-13,2108581,31448,455,2892,kyCmh9G1fpo,497.0
World War I: The Seminal Tragedy - The July Crisis - Extra History - #3,World War I: The Seminal Tragedy ,2014-09-27,1916443,25221,232,1265,zroZqvr4whk,519.0
World War I: The Seminal Tragedy - The Final Act - Extra History - #4,World War I: The Seminal Tragedy ,2014-10-11,1820631,38405,264,3994,WukYrrTH3ms,715.0
Warring States Japan: Sengoku Jidai - Battle of Okehazama - Extra History - #1,Warring States Japan: Sengoku Jidai ,2014-11-08,3753282,47664,739,2347,hDsdkoln59A,563.0
Warring States Japan: Sengoku Jidai - The Siege of Inabayama Castle - Extra History - #2,Warring States Japan: Sengoku Jidai ,2014-11-22,2448649,31087,310,1164,I2yT2nitGDk,461.0
Warring States Japan: Sengoku Jidai - Warrior Monks of Hongan-ji and Hiei - Extra History - #3,Warring States Japan: Sengoku Jidai ,2014-12-06,2306813,29270,261,1561,G3frtoMaxZE,533.0
Warring States Japan: Sengoku Jidai - The Death of Oda Nobunaga - Extra History - #4,Warring States Japan: Sengoku Jidai ,2014-12-20,2338174,28615,271,1754,ht6h4-MsMOY,560.0
